date,close,rv,bv,rets
2013-12-17,178.62,0.2666502363156603,0.148409442862826,-0.3241856285089942
2013-12-18,181.7,1.427290079955943,1.0761399836158192,1.709633114638533
2013-12-19,181.52,0.1086391706586047,0.1371812778098274,-0.0991134930539131
2013-12-20,181.55,0.1458384223850802,0.1203691024471456,0.0165257388758529
2013-12-23,182.46,0.0480034476265952,0.05508523359666,0.4999873056983425
2013-12-24,182.96,0.0105085926358528,0.0112905465476577,0.2736578797197459
2013-12-26,183.86,0.0277700379309392,0.0272917959432378,0.4907048721082862
2013-12-27,183.84,0.042567313494599,0.0407448705651317,-0.0108784335163111
2013-12-30,183.8,0.0366183794605512,0.0401063525076462,-0.0217604178858812
2013-12-31,184.55,0.0751128673230686,0.0829200438784089,0.4072219554420809
2014-01-02,182.94,0.262364648696671,0.2244474468581335,-0.8762199247789185
2014-01-03,182.8,0.1755805787802459,0.1397142652850924,-0.0765571208168659
2014-01-06,182.4,0.2479463907756142,0.2506094312256107,-0.2190581379818698
2014-01-07,183.45,0.0908961757453659,0.0876930048969316,0.5740073161059981
2014-01-08,183.53,0.2222960619889287,0.2323034569058152,0.0435991069089608
2014-01-09,183.63,0.2038269600070208,0.1524051239880195,0.0544721660707405
2014-01-10,184.07,0.2002531745650758,0.1996429189902811,0.2393256513542555
2014-01-13,181.73,0.2527729507541267,0.2254418963362717,-1.2794050951460814
2014-01-14,183.68,0.1938502267859,0.1750534772208879,1.0673044038031658
2014-01-15,184.67,0.16498853988446,0.1022083486819152,0.5375335326579496
2014-01-16,184.41,0.0959637496557462,0.0888667989032744,-0.1408908870753534
2014-01-17,183.61,0.1246947739170779,0.1261584961408824,-0.4347596652932073
2014-01-21,184.19,0.2413911361764916,0.220381227833657,0.3153890596915851
2014-01-22,184.35,0.1276212073894377,0.1468054119435959,0.0868291149141973
2014-01-23,182.77,0.283985296768629,0.2455355600238367,-0.8607592913802645
2014-01-24,178.885,0.4276774032023205,0.3921265566994293,-2.14853904907947
2014-01-27,178.01,0.7504486270397808,0.6996553097199917,-0.4903412786214625
2014-01-28,179.07,0.2359283085373131,0.2403838893306135,0.5937062359326643
2014-01-29,177.32,0.7903636797782243,0.9259201127509452,-0.9820780971815382
2014-01-30,179.32,0.2115163607330863,0.2322098808144996,1.1215909410385874
2014-01-31,178.1,0.6607368023109009,0.6519951406717219,-0.6826728991622717
2014-02-03,174.17,1.0666783768523551,1.0575878230118905,-2.231335655192246
2014-02-04,175.39,0.5685202062289993,0.4974803916629235,0.6980232026352822
2014-02-05,175.14,0.5783012527933469,0.5039893877036703,-0.1426411675968059
2014-02-06,177.42,0.3044761453470697,0.334462688111468,1.2934148998362447
2014-02-07,179.69,0.2439778242909369,0.2292931546205814,1.2713340845921592
2014-02-10,180.01,0.1124214614984757,0.1179440455158083,0.1779260964250799
2014-02-11,181.95,0.177112056030539,0.2104703650258561,1.071951915555564
2014-02-12,182.08,0.1969866414321421,0.167950413032268,0.0714226879797468
2014-02-13,183.05,0.2248630027245358,0.198769802526036,0.5313188628279216
2014-02-14,184.0,0.1165489298763356,0.1009541275882394,0.5176418042740234
2014-02-18,184.25,0.1212111588027318,0.0944944565177886,0.1357773460460288
2014-02-19,183.02,0.4215443534813536,0.2959618046558683,-0.6698094582213812
2014-02-20,184.16,0.2813975082714255,0.209355971708408,0.6209508486340293
2014-02-21,183.91,0.1954799898350478,0.225480519035234,-0.1358437462682836
2014-02-24,184.99,0.280844375066824,0.2583277080862174,0.5855262052408136
