date rets RV BV
"2013-12-16" 0.508975490122765 0.443931123606234 0.224721440143942
"2013-12-17" -0.305537183834037 0.193217151410703 0.134262165525046
"2013-12-18" 1.6120086140492 1.00888854962186 0.997380968722822
"2013-12-19" 0.0270831204726818 0.174302847761492 0.136599957011232
"2013-12-20" 0.505242193796018 0.12109929954189 0.0908411301791879
"2013-12-23" 0.286491553282087 0.125322256104321 0.0586992845733463
"2013-12-24" 0.289511692545297 0.0162100060469383 0.0105604001315511
"2013-12-26" 0.382925492929242 0.0439182770139377 0.0239100353502842
"2013-12-27" -0.0928280874317622 0.0510794683203299 0.0555750145401862
"2013-12-30" -0.0260695297555458 0.0307904097756921 0.031208881574371
"2013-12-31" 0.279104986393808 0.0796968106236786 0.0682206288438177
"2014-01-02" -0.748244363632189 0.325549821748871 0.301517721401581
"2014-01-03" -0.0949605493932637 0.164156908714829 0.151462477303732
"2014-01-06" -0.310472681301999 0.282326035978677 0.20484672097898
"2014-01-07" 0.497472756790174 0.152135363116404 0.122668413740333
"2014-01-08" -0.0315627366424209 0.254933294265043 0.211022141614461
"2014-01-09" -0.0451434126839345 0.20063254419567 0.101573638452456
"2014-01-10" 0.129260031575207 0.174566389027895 0.126365459678153
"2014-01-13" -1.2207201513041 0.223272876996455 0.232886042227526
"2014-01-14" 0.946444808664015 0.2448692094696 0.197097608123132
"2014-01-15" 0.475904871846211 0.111346277257488 0.0740141456642719
"2014-01-16" -0.115326839805618 0.138357662829253 0.127962361056916
"2014-01-17" -0.313358155123655 0.131474718801337 0.0763112738743676
"2014-01-21" 0.146005632769874 0.443131977114237 0.246116293323025
"2014-01-22" 0.0108412248522427 0.0984319911557396 0.0906711198306802
"2014-01-23" -0.732747692380098 0.507561016073869 0.338283120639257
"2014-01-24" -2.00691163634392 0.822323219030538 0.52605436553208
"2014-01-27" -0.530148837685474 0.658266330525463 0.785410079033183
"2014-01-28" 0.52860602188014 0.282613973378646 0.234305722762451
"2014-01-29" -0.889343627701855 1.08614145870927 0.766861848452927
"2014-01-30" 0.95147343849149 0.608628147940579 0.249723901583805
"2014-01-31" -0.474634840799215 1.22023451213488 0.621124275836656
"2014-02-03" -2.31126745974404 0.934775094743468 0.942298722811951
"2014-02-04" 0.642493521662946 0.672309759779806 0.624870096412596
"2014-02-05" -0.0907231380535833 0.859228728036375 0.89730587788063
"2014-02-06" 1.14065256645395 0.31082332331367 0.225333218633292
"2014-02-07" 1.15378467047336 0.427384721323221 0.305555241095312
"2014-02-10" 0.192443591676472 0.0976448843079129 0.0951521950329111
"2014-02-11" 1.04536536601518 0.173298551720877 0.151944206203463
"2014-02-12" -0.0544068159329392 0.210051017433895 0.223652536180456
"2014-02-13" 0.811654014198204 0.2427084103243 0.134939712604147
"2014-02-14" 0.548137844765684 0.146834139295561 0.163365699374035
"2014-02-18" 0.110323400019929 0.125112951894635 0.132390270799459
"2014-02-19" -0.555676651566639 0.296360525337922 0.24019918368831
"2014-02-20" 0.576172537383179 0.262790297633401 0.226913601970988
"2014-02-21" -0.250711886224497 0.169386363962764 0.154246938957476
"2014-02-24" 0.585181105013799 0.339708807950838 0.215171079876633
"2014-02-25" -0.127268854997364 0.322773486148202 0.262255252587993
"2014-02-26" -0.0281761880565057 0.299307260157692 0.225214389739198
"2014-02-27" 0.499050786623378 0.275111950559042 0.232438266589459
"2014-02-28" 0.210008315968935 0.373430479022748 0.361135751424407
"2014-03-03" -0.648604215306214 0.834261830657555 0.561328933166389
"2014-03-04" 1.30870402965355 0.93614935484596 0.236225973354387
"2014-03-05" 0.00213439199185927 0.172534135930252 0.14727625404964
"2014-03-06" 0.174856907150733 0.163278358756773 0.114644695507701
"2014-03-07" -0.0420632285735856 0.307686944942354 0.268162702428838
"2014-03-10" -0.0362179900843529 0.225765886549322 0.145338551227678
"2014-03-11" -0.562738071988189 0.250703718537461 0.245519818822271
"2014-03-12" 0.109791541013937 0.458260464987003 0.340607317972748
"2014-03-13" -1.2132844132589 0.534055917683865 0.480750796566631
"2014-03-14" -0.214313505916497 0.464510937782047 0.491303541414543
"2014-03-17" 0.852655514302736 0.558918060209209 0.417912212647461
"2014-03-18" 0.705443826088459 0.232630233530148 0.224867286792513
"2014-03-19" -0.605917973775938 0.573708807083217 0.296118501706194
"2014-03-20" 0.642523853375376 0.29492871122365 0.235165879754845
"2014-03-21" -0.461981027087877 0.505676388068446 0.376258651096356
"2014-03-24" -0.547093427996082 0.483638642789475 0.463597896500086
"2014-03-25" 0.336087849441746 0.583125266638848 0.310770510913698
"2014-03-26" -0.770464985825203 0.415779089041024 0.28112498683443
"2014-03-27" -0.166435244869678 0.637995270546571 0.701828027484309
"2014-03-28" 0.394880026311384 0.380403318096785 0.307778605040288
"2014-03-31" 0.708023528388235 0.498804255372232 0.241732430306422
"2014-04-01" 0.617632358681686 0.226937505123396 0.131021912380435
"2014-04-02" 0.232422191609771 0.139092879117236 0.127293538890128
"2014-04-03" -0.127498066445497 0.146259708317125 0.126968706040247
"2014-04-04" -1.33461708739366 0.601120523598372 0.535384988707781
"2014-04-07" -1.02404604941082 0.537271538163866 0.551169380067826
"2014-04-08" 0.360232106169711 0.391924433042139 0.40023911493062
"2014-04-09" 1.04544881309936 0.299391533263187 0.245548763986491
"2014-04-10" -2.11265960559599 0.690975560299864 0.708105550934332
"2014-04-11" -0.812292447398733 1.01477565332952 0.843980093372827
"2014-04-14" 0.674768981985707 0.727529859334992 0.426070012491087
"2014-04-15" 0.624326742098269 0.842577587012236 0.866346029308437
